Ngày,NhietDoMax,NhietDoMin,NhietDoTB,NhietDoCamNhanMax,NhietDoCamNhanMin,NhietoCamNhan,SuongMu,DoAm,GioGiat,VanTocGio,HuongGio,MucNuocBien,MayChePhu,TamNhin,BucXa,NangLuongMayTroi,ChiSoUV,MatTrang,TinhTrang,MoTa,Mua/KhngMua
25/04/22,34.0,28.0,30.4,39.3,32.7,36.0,24.5,71.8,26.3,20.5,155.8,1007.2,50.8,10.3,202.8,17.5,9,0.8,3,Partly cloudy throughout the day with early morning rain.,rain
26/04/22,35.1,26.0,30.7,40.8,26.0,36.4,24.7,71.5,24.1,16.6,166.9,1007.3,56.1,10.2,215.3,18.7,9,0.83,3,Partly cloudy throughout the day with rain.,rain
27/04/22,36.0,27.0,31.0,41.9,30.6,37.1,24.8,71.8,30.6,17.8,168.8,1006.8,62.1,9.7,310.3,26.7,10,0.87,3,Partly cloudy throughout the day with early morning rain.,rain
28/04/22,35.0,28.9,31.1,39.5,32.7,37.2,24.6,70.1,32.0,16.6,154.2,1007.0,57.6,10.3,236.4,20.4,9,0.91,2,Partly cloudy throughout the day.,notrain
29/04/22,29.0,23.0,26.9,33.6,23.0,30.2,25.0,90.0,20.9,14.8,233.9,1007.6,76.9,8.2,15.0,1.3,1,0.94,3,Partly cloudy throughout the day with afternoon rain.,rain
30/04/22,30.9,24.0,26.6,36.4,24.0,29.5,24.8,90.5,27.0,14.8,83.6,1006.7,81.1,8.9,199.9,17.3,7,0.98,3,Partly cloudy throughout the day with early morning rain.,rain
5/1/2022,31.0,26.0,27.5,38.8,26.0,30.8,25.5,89.4,42.5,20.9,150.3,1006.4,68.4,8.9,255.7,22.0,8,0.0,3,Partly cloudy throughout the day with rain.,rain
5/2/2022,32.0,25.0,27.8,39.1,25.0,31.1,24.7,84.1,21.2,19.6,162.5,1007.0,53.2,9.7,235.3,20.3,9,0.04,3,Partly cloudy throughout the day with rain.,rain
5/3/2022,34.0,25.0,28.3,39.2,25.0,31.3,24.3,80.8,40.7,20.5,125.2,1008.6,65.0,9.6,228.5,19.7,9,0.08,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
5/4/2022,33.0,25.0,27.2,39.2,25.0,29.5,24.8,88.3,20.5,16.6,336.7,1008.9,70.2,9.2,239.4,20.7,10,0.11,3,Partly cloudy throughout the day with late afternoon rain.,rain
5/5/2022,31.8,24.0,27.8,38.9,24.0,31.2,24.5,83.3,28.4,16.6,121.4,1007.4,67.1,9.1,136.7,11.9,7,0.14,3,Partly cloudy throughout the day with early morning rain.,rain
5/6/2022,33.9,25.0,29.1,39.1,25.0,32.8,24.3,77.3,33.8,22.3,124.2,1007.1,54.9,9.5,249.6,21.6,9,0.17,3,Partly cloudy throughout the day with early morning rain.,rain
5/7/2022,34.0,27.9,30.0,38.3,31.8,34.1,23.2,67.9,41.0,27.7,115.6,1007.3,47.0,10.3,249.6,21.5,10,0.21,2,Partly cloudy throughout the day.,notrain
5/8/2022,32.0,27.0,29.2,39.1,30.1,33.6,23.7,72.6,35.3,20.5,113.9,1007.6,63.7,10.3,214.8,18.5,8,0.24,3,Partly cloudy throughout the day with afternoon rain.,rain
5/9/2022,35.0,27.0,30.2,40.6,30.6,35.1,24.1,71.2,31.7,24.1,133.7,1007.9,57.1,10.3,238.0,20.6,9,0.25,3,Partly cloudy throughout the day with rain.,rain
5/10/2022,34.8,27.0,29.9,39.6,30.6,35.0,24.3,73.2,28.8,18.4,125.3,1007.9,54.4,10.1,227.0,19.5,8,0.31,3,Partly cloudy throughout the day with rain.,rain
5/11/2022,34.8,27.0,30.1,39.6,31.2,35.9,24.9,75.3,20.9,14.8,158.5,1007.8,57.8,10.0,256.6,22.2,9,0.34,3,Partly cloudy throughout the day with late afternoon rain.,rain
5/12/2022,33.8,26.0,29.4,39.4,26.0,34.3,24.8,77.4,74.2,40.7,229.2,1007.7,74.3,9.2,182.0,15.7,9,0.37,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
13/05/22,34.0,26.9,29.6,40.6,30.4,35.2,25.1,77.9,20.9,14.8,219.6,1007.1,58.9,10.1,237.0,20.4,10,0.4,3,Partly cloudy throughout the day with late afternoon rain.,rain
14/05/22,35.0,27.0,30.7,42.1,31.2,37.4,25.4,74.4,21.2,18.4,204.4,1007.8,57.7,10.3,229.9,19.8,10,0.44,3,Partly cloudy throughout the day with afternoon rain.,rain
15/05/22,36.0,28.0,30.5,44.6,34.5,37.6,25.8,77.4,22.0,16.0,217.1,1008.4,57.5,10.1,189.8,16.3,8,0.47,3,Partly cloudy throughout the day with late afternoon rain.,rain
16/05/22,32.0,27.0,29.0,40.5,30.6,34.6,25.1,79.8,18.7,14.8,215.1,1008.6,56.1,9.5,212.1,18.2,9,0.5,3,Partly cloudy throughout the day with early morning rain.,rain
17/05/22,33.0,25.0,28.6,38.1,25.0,32.7,24.6,80.1,50.0,27.7,113.5,1008.8,66.1,9.8,225.5,19.4,10,0.54,3,Partly cloudy throughout the day with rain.,rain
18/05/22,30.0,26.0,27.4,36.2,26.0,31.4,25.4,88.9,23.4,11.2,144.4,1009.6,74.7,9.2,211.7,18.3,8,0.57,3,Partly cloudy throughout the day with rain.,rain
19/05/22,33.0,25.5,27.5,39.2,25.5,30.3,25.3,89.0,19.8,22.3,218.0,1010.0,63.6,9.0,175.0,15.2,7,0.61,3,Partly cloudy throughout the day with late afternoon rain.,rain
20/05/22,34.0,26.0,29.7,39.2,26.0,33.7,24.6,76.3,23.0,29.5,264.4,1008.3,57.7,8.8,107.3,9.1,6,0.64,3,Partly cloudy throughout the day with rain.,rain
21/05/22,33.0,26.0,28.1,40.6,26.0,32.2,25.0,84.2,51.8,29.5,247.8,1006.6,68.5,9.7,253.9,21.7,9,0.68,3,Partly cloudy throughout the day with rain.,rain
22/05/22,33.0,25.9,27.3,42.1,25.9,29.6,24.9,87.3,40.7,29.5,241.3,1005.2,65.3,9.5,198.6,17.2,9,0.71,3,Partly cloudy throughout the day with late afternoon rain.,rain
23/05/22,31.0,25.0,27.7,37.7,25.0,30.5,23.8,79.9,48.2,27.7,256.2,1005.7,63.5,10.0,174.6,15.0,8,0.75,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
24/05/22,34.0,26.9,30.2,39.3,30.5,35.6,24.7,74.0,32.8,22.3,256.6,1008.2,55.7,10.3,261.4,22.4,9,0.78,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
25/05/22,34.0,27.0,30.2,40.6,31.1,36.2,25.2,76.0,34.9,18.4,270.6,1008.1,52.8,10.1,207.5,18.0,8,0.82,3,Partly cloudy throughout the day with rain.,rain
26/05/22,33.0,23.0,28.7,40.6,23.0,33.4,24.9,81.4,66.6,42.5,284.7,1006.7,69.8,9.3,96.8,8.4,7,0.85,3,Partly cloudy throughout the day with late afternoon rain.,rain
27/05/22,33.9,24.0,27.1,42.1,24.0,29.7,24.7,87.7,59.4,37.1,263.4,1005.7,82.6,8.4,174.5,15.0,8,0.89,3,Partly cloudy throughout the day with rain.,rain
28/05/22,32.0,24.0,27.2,37.9,24.0,29.3,24.3,85.6,33.8,27.7,264.2,1006.1,73.4,9.0,147.5,12.6,5,0.92,3,Partly cloudy throughout the day with rain.,rain
29/05/22,32.0,25.0,27.5,39.2,25.0,30.8,24.6,84.5,34.6,22.3,253.2,1006.2,68.1,10.1,267.7,23.1,9,0.96,3,Partly cloudy throughout the day with rain.,rain
30/05/22,32.0,25.0,27.6,39.2,25.0,31.1,25.2,87.2,35.6,24.1,226.9,1006.0,59.8,9.9,255.1,22.0,9,0.0,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
31/05/22,34.0,26.0,29.7,40.6,26.0,34.9,25.2,78.2,20.2,18.4,226.3,1005.6,50.9,9.7,197.3,17.0,9,0.02,3,Partly cloudy throughout the day with rain.,rain
6/1/2022,33.0,27.9,29.3,42.1,33.3,35.8,25.8,81.5,21.6,14.8,204.5,1006.5,63.1,10.3,234.7,20.1,9,0.06,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
6/2/2022,31.0,24.0,27.3,40.3,24.0,31.0,25.1,88.4,27.4,20.5,223.8,1007.7,64.7,8.6,240.5,20.8,9,0.09,3,Partly cloudy throughout the day with late afternoon rain.,rain
6/3/2022,32.9,25.0,27.2,40.4,25.0,30.3,24.9,87.6,21.6,22.3,226.5,1008.3,65.3,9.1,232.5,20.0,9,0.12,3,Partly cloudy throughout the day with rain.,rain
6/4/2022,33.0,25.9,27.8,39.2,25.9,30.2,24.2,82.0,19.4,30.1,257.1,1009.2,64.8,9.6,245.3,21.1,10,0.16,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
6/5/2022,33.0,24.9,28.8,40.6,24.9,32.4,23.7,75.1,18.7,16.6,267.4,1007.9,55.4,10.0,242.4,21.0,10,0.19,3,Partly cloudy throughout the day with afternoon rain.,rain
6/6/2022,35.0,25.9,29.6,43.8,25.9,35.2,25.3,78.2,24.8,19.3,263.7,1006.7,57.0,10.1,219.5,19.1,9,0.22,3,Partly cloudy throughout the day with rain.,rain
6/7/2022,34.0,27.0,30.2,40.6,30.6,35.5,24.5,72.8,24.8,14.8,278.9,1006.9,57.0,10.7,237.6,20.5,10,0.25,3,Partly cloudy throughout the day with rain.,rain
6/8/2022,35.0,26.9,30.7,40.6,30.0,35.6,23.8,68.1,29.2,13.0,300.8,1007.3,39.1,10.2,286.8,24.8,9,0.29,3,Partly cloudy throughout the day with late afternoon rain.,rain
6/9/2022,36.0,24.4,31.1,41.9,24.4,36.0,23.8,67.6,46.4,16.0,307.0,1006.8,48.8,10.0,289.5,25.1,10,0.32,3,Becoming cloudy in the afternoon with rain.,rain
6/10/2022,34.0,25.8,29.4,43.8,25.8,33.3,24.4,76.8,24.1,13.0,276.9,1007.7,64.4,9.1,231.7,20.0,9,0.36,3,Partly cloudy throughout the day with early morning rain.,rain
6/11/2022,35.0,26.9,30.4,41.9,29.9,35.8,24.4,71.8,16.6,14.8,290.9,1007.7,51.2,9.7,233.8,20.3,9,0.39,3,Partly cloudy throughout the day with late afternoon rain.,rain
6/12/2022,34.0,25.0,27.4,40.6,25.0,29.8,23.9,82.1,42.5,20.9,170.3,1008.6,62.4,9.2,223.1,19.2,9,0.42,3,Partly cloudy throughout the day with late afternoon rain.,rain
13/06/22,33.0,25.0,28.6,42.3,25.0,33.3,25.0,81.7,24.5,16.6,213.7,1008.2,50.5,8.8,247.3,21.2,10,0.46,3,Partly cloudy throughout the day with late afternoon rain.,rain
14/06/22,34.0,25.9,30.1,40.5,25.9,35.1,24.4,72.8,23.0,16.6,199.0,1008.2,54.3,10.3,227.2,19.6,9,0.5,3,Partly cloudy throughout the day with rain.,rain
15/06/22,33.0,27.0,29.2,40.6,30.1,34.3,24.6,77.0,19.8,16.6,214.7,1009.0,53.4,10.3,249.3,21.4,9,0.52,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
16/06/22,34.0,26.0,29.9,42.1,26.0,34.8,24.5,74.0,22.3,14.8,195.2,1009.4,54.1,9.3,267.9,23.1,9,0.56,3,Partly cloudy throughout the day with rain.,rain
17/06/22,33.0,27.0,29.4,42.1,30.1,35.2,25.2,78.7,20.9,14.8,205.7,1009.0,63.0,9.0,236.1,20.3,10,0.59,3,Partly cloudy throughout the day with rain.,rain
18/06/22,33.9,26.5,28.9,41.7,26.5,33.7,24.4,77.4,50.0,25.9,222.1,1008.7,66.4,9.2,227.3,19.6,9,0.63,3,Partly cloudy throughout the day with late afternoon rain.,rain
19/06/22,34.0,25.0,27.8,42.1,25.0,30.6,24.3,82.3,44.6,22.3,250.3,1008.1,63.3,9.2,201.0,17.5,9,0.66,3,Partly cloudy throughout the day with morning rain.,rain
20/06/22,34.0,25.0,28.0,42.3,25.0,31.2,24.3,82.0,27.4,11.2,207.5,1006.3,61.9,9.3,287.9,25.0,9,0.7,3,Partly cloudy throughout the day with late afternoon rain.,rain
21/06/22,34.0,24.8,28.2,40.2,24.8,31.6,24.2,79.9,29.9,14.8,227.6,1006.2,54.3,9.5,219.5,18.9,9,0.75,3,Partly cloudy throughout the day with late afternoon rain.,rain
22/06/22,33.0,24.0,27.2,40.6,24.0,29.5,24.5,85.9,55.4,27.7,199.3,1008.4,70.3,9.0,209.8,18.0,8,0.76,3,Partly cloudy throughout the day with rain.,rain
23/06/22,33.0,25.0,27.2,40.6,25.0,29.9,24.9,88.0,22.7,18.4,261.2,1008.8,67.4,8.0,235.6,20.3,9,0.8,3,Partly cloudy throughout the day with late afternoon rain.,rain
24/06/22,32.0,24.0,27.0,40.6,24.0,29.7,24.9,88.9,23.4,31.7,255.6,1007.6,57.5,8.3,227.5,19.6,9,0.83,3,Partly cloudy throughout the day with rain.,rain
25/06/22,33.0,25.9,28.8,42.1,25.9,33.0,25.0,81.3,23.8,18.4,182.3,1006.8,55.3,10.0,206.8,17.7,7,0.87,3,Partly cloudy throughout the day with rain.,rain
26/06/22,34.0,26.9,29.5,42.1,29.6,34.5,24.5,75.6,20.5,19.9,200.6,1007.9,55.8,10.2,216.2,18.7,9,0.9,3,Partly cloudy throughout the day with early morning rain.,rain
27/06/22,33.9,26.0,29.1,42.3,26.0,34.8,25.4,80.6,20.9,13.0,242.7,1008.1,63.1,9.5,214.5,18.4,9,0.93,3,Partly cloudy throughout the day with rain.,rain
28/06/22,32.9,23.1,28.2,40.6,23.1,32.5,24.7,82.5,36.4,24.1,278.1,1006.8,60.4,9.5,213.1,18.4,9,0.97,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
29/06/22,34.0,26.9,29.7,43.5,29.2,35.5,25.0,77.3,35.3,29.5,267.9,1004.2,47.5,10.1,248.4,21.4,9,0.0,3,Partly cloudy throughout the day with rain.,rain
30/06/22,33.0,26.0,28.4,43.7,26.0,33.5,25.1,82.9,43.2,22.3,256.6,1003.8,69.9,9.7,252.2,21.8,9,0.04,3,Partly cloudy throughout the day with rain.,rain
7/1/2022,31.0,25.0,27.6,39.1,25.0,31.3,25.0,85.8,41.0,21.9,249.8,1004.4,81.0,10.1,177.0,15.3,7,0.07,3,Partly cloudy throughout the day with late afternoon rain.,rain
7/2/2022,30.0,26.9,28.0,38.8,30.0,32.6,25.0,84.0,39.2,22.3,239.4,1005.2,68.7,9.9,220.5,19.1,8,0.11,3,Partly cloudy throughout the day with rain.,rain
7/3/2022,30.0,25.0,27.4,38.8,25.0,31.5,25.0,86.9,22.7,18.4,239.4,1006.3,71.4,10.1,234.7,20.2,8,0.14,3,Partly cloudy throughout the day with afternoon rain.,rain
7/4/2022,32.9,25.9,28.6,41.9,25.9,33.5,25.3,83.2,25.6,20.5,247.1,1006.3,55.9,10.3,292.1,25.2,9,0.17,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
7/5/2022,32.0,26.9,28.9,44.1,30.2,34.7,25.4,81.9,32.8,22.3,240.2,1006.6,56.5,10.2,274.8,23.6,9,0.21,3,Partly cloudy throughout the day with afternoon rain.,rain
7/6/2022,34.0,27.0,29.1,42.1,30.1,35.1,25.6,81.9,37.1,20.5,231.4,1007.1,62.7,10.1,259.5,22.6,8,0.24,3,Partly cloudy throughout the day with morning rain.,rain
7/7/2022,33.0,26.0,29.2,43.5,26.0,35.2,25.8,82.7,36.0,20.5,253.9,1007.0,66.6,10.0,139.3,11.8,6,0.25,3,Partly cloudy throughout the day with rain.,rain
7/8/2022,31.8,25.0,27.6,41.7,25.0,31.8,25.3,87.4,38.9,29.5,268.5,1007.0,68.8,9.1,222.8,19.2,8,0.31,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
7/9/2022,32.0,25.0,27.4,39.2,25.0,30.3,25.1,88.1,57.6,31.7,283.1,1005.7,73.1,8.0,114.0,9.7,7,0.34,3,Partly cloudy throughout the day with rain.,rain
7/10/2022,31.0,23.9,26.5,38.7,23.9,28.6,24.0,86.8,54.7,29.5,275.8,1006.0,75.8,8.9,66.3,5.9,4,0.38,3,Partly cloudy throughout the day with rain.,rain
7/11/2022,31.0,25.0,26.9,39.1,25.0,29.3,24.3,86.3,47.9,24.1,271.7,1005.9,68.5,10.0,92.9,8.1,6,0.41,3,Partly cloudy throughout the day with rain.,rain
7/12/2022,29.1,25.0,26.5,35.6,25.0,28.2,25.1,92.2,52.2,19.6,261.3,1005.0,77.1,8.8,60.2,5.0,4,0.45,3,Partly cloudy throughout the day with rain.,rain
13/07/22,31.0,25.0,27.1,39.1,25.0,29.9,24.7,87.1,49.0,29.5,267.6,1004.1,68.3,9.7,90.5,7.8,4,0.48,3,Partly cloudy throughout the day with morning rain.,rain
14/07/22,31.0,25.0,27.6,37.7,25.0,30.6,24.6,84.6,42.5,25.9,258.6,1004.8,65.0,9.6,205.0,17.7,8,0.5,3,Partly cloudy throughout the day with early morning rain.,rain
15/07/22,31.8,25.0,27.4,43.5,25.0,31.1,25.2,87.9,29.2,27.7,257.6,1006.2,63.5,9.9,256.0,22.2,8,0.55,3,Partly cloudy throughout the day with afternoon rain.,rain
16/07/22,32.9,26.0,28.2,42.3,26.0,32.7,25.4,85.4,23.4,20.5,235.5,1007.1,61.1,9.5,274.7,23.8,9,0.58,3,Partly cloudy throughout the day with late afternoon rain.,rain
17/07/22,33.0,26.0,28.3,42.1,26.0,32.8,25.2,84.2,31.7,25.9,236.2,1008.5,62.9,10.1,272.4,23.4,10,0.61,3,Partly cloudy throughout the day with rain.,rain
18/07/22,33.0,25.9,28.8,43.8,25.9,33.2,25.2,81.9,26.3,18.4,260.3,1007.0,63.2,10.0,250.6,21.5,9,0.65,3,Partly cloudy throughout the day with late afternoon rain.,rain
19/07/22,32.0,25.0,27.5,40.6,25.0,30.7,24.9,86.3,33.1,21.6,262.4,1006.0,63.7,9.9,284.7,24.5,10,0.68,3,Partly cloudy throughout the day with rain.,rain
20/07/22,29.7,24.9,25.6,37.9,24.9,26.6,24.5,93.2,27.4,22.3,196.1,1006.9,71.7,8.7,74.1,6.5,6,0.75,3,Partly cloudy throughout the day with rain.,rain
21/07/22,29.0,24.9,25.7,36.5,24.9,26.6,24.9,95.4,20.2,16.6,167.1,1009.5,73.1,7.9,115.0,10.2,6,0.75,3,Partly cloudy throughout the day with afternoon rain.,rain
22/07/22,35.0,24.0,28.5,43.8,24.0,32.0,24.1,79.9,31.7,16.6,89.6,1009.9,44.9,8.4,292.6,25.2,9,0.78,3,Partly cloudy throughout the day with late afternoon rain.,rain
23/07/22,33.0,25.0,27.8,40.6,25.0,30.6,24.6,83.6,20.2,21.4,120.4,1008.7,60.2,9.8,256.3,21.9,9,0.82,3,Partly cloudy throughout the day with rain.,rain
24/07/22,34.0,25.0,28.9,42.1,25.0,32.9,24.9,80.6,22.3,18.4,142.3,1007.4,62.3,9.1,276.4,23.9,10,0.85,3,Partly cloudy throughout the day with rain.,rain
25/07/22,35.0,26.0,29.6,43.3,26.0,35.4,25.2,77.9,28.8,20.5,127.5,1007.4,60.3,10.2,290.2,24.9,10,0.88,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
26/07/22,32.0,25.0,28.6,40.6,25.0,33.4,25.3,83.2,26.3,19.6,111.9,1007.8,55.2,9.6,246.8,21.3,10,0.92,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
27/07/22,32.0,25.0,28.2,42.3,25.0,32.0,24.7,82.1,22.7,14.8,180.1,1007.5,50.2,9.2,266.6,23.0,9,0.95,3,Partly cloudy throughout the day with morning rain.,rain
28/07/22,33.0,25.0,28.1,42.3,25.0,31.7,24.9,83.6,44.6,16.8,268.3,1007.6,52.9,8.9,276.8,23.8,10,0.98,3,Partly cloudy throughout the day with late afternoon rain.,rain
29/07/22,35.0,25.0,29.3,43.3,25.0,34.1,24.9,78.5,23.4,16.8,254.4,1006.9,55.4,8.9,260.4,22.6,9,0.0,3,Partly cloudy throughout the day with late afternoon rain.,rain
30/07/22,34.0,26.9,29.5,43.8,30.6,35.6,25.4,79.7,50.0,27.7,251.0,1006.4,64.7,9.7,230.4,19.9,9,0.05,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
31/07/22,34.0,26.0,29.4,44.7,26.0,35.3,25.6,81.4,27.7,27.7,258.3,1005.4,65.2,10.2,225.5,19.4,9,0.09,3,Partly cloudy throughout the day with rain.,rain
8/1/2022,32.9,25.0,27.4,43.4,25.0,31.5,25.4,88.9,24.8,24.1,247.1,1006.4,59.2,9.6,152.3,13.1,8,0.12,3,Partly cloudy throughout the day with rain.,rain
8/2/2022,32.1,26.0,28.2,40.6,26.0,32.8,25.4,85.1,12.2,22.5,253.2,1007.3,53.3,9.4,127.6,11.1,7,0.16,3,Partly cloudy throughout the day with rain.,rain
8/3/2022,33.0,26.0,28.4,42.3,26.0,33.0,25.4,84.4,33.1,22.3,273.1,1008.4,61.6,9.6,265.7,22.9,8,0.19,3,Partly cloudy throughout the day with rain.,rain
8/4/2022,31.0,25.0,27.3,40.6,25.0,30.8,25.3,89.6,25.6,13.0,283.9,1008.1,63.6,9.0,245.2,21.4,9,0.23,3,Partly cloudy throughout the day with early morning rain.,rain
8/5/2022,32.0,25.0,27.9,42.3,25.0,32.4,25.3,86.5,40.0,18.4,295.2,1007.6,61.9,9.5,232.8,20.0,8,0.25,3,Partly cloudy throughout the day with early morning rain.,rain
8/6/2022,30.0,24.0,27.0,37.4,24.0,30.0,24.7,87.5,30.2,22.3,263.7,1007.0,66.8,9.0,151.5,13.0,6,0.3,3,Partly cloudy throughout the day with afternoon rain.,rain
8/7/2022,30.0,25.0,27.1,38.8,25.0,29.7,24.6,86.4,37.1,22.3,267.6,1006.6,73.1,10.0,160.0,13.8,8,0.33,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
8/8/2022,30.0,24.0,26.6,38.8,24.0,28.4,23.9,85.6,70.6,40.7,263.4,1006.6,79.4,9.9,65.8,5.7,3,0.37,3,Partly cloudy throughout the day with late afternoon rain.,rain
8/9/2022,32.0,24.9,27.5,37.9,24.9,29.8,23.8,81.1,47.5,27.7,268.3,1006.1,67.3,9.9,50.6,4.3,2,0.4,3,Partly cloudy throughout the day with late afternoon rain.,rain
8/10/2022,32.0,26.0,28.4,39.1,26.0,32.1,24.4,79.5,40.3,33.5,254.4,1005.8,60.3,10.1,286.5,24.8,10,0.44,3,Partly cloudy throughout the day with early morning rain.,rain
8/11/2022,30.0,24.9,26.2,36.2,24.9,27.3,23.4,84.4,39.6,28.2,243.5,1007.4,70.4,9.9,210.4,18.2,8,0.47,3,Partly cloudy throughout the day with afternoon rain.,rain
8/12/2022,33.0,24.0,27.8,42.3,24.0,31.6,24.4,82.7,51.8,27.7,232.8,1008.3,65.8,9.4,263.7,22.8,10,0.5,3,Partly cloudy throughout the day with late afternoon rain.,rain
13/08/22,34.0,25.9,29.6,40.2,25.9,32.9,23.3,71.3,16.2,13.7,266.6,1008.3,39.7,10.1,301.3,26.1,10,0.54,3,Partly cloudy throughout the day with rain.,rain
14/08/22,34.0,26.0,29.6,42.1,26.0,34.3,24.2,74.0,16.2,14.8,294.8,1008.1,52.5,9.6,307.6,26.5,10,0.57,3,Partly cloudy throughout the day with late afternoon rain.,rain
15/08/22,32.0,23.0,27.2,40.6,23.0,30.9,24.8,87.3,59.4,35.3,232.7,1007.7,79.2,8.4,113.8,9.8,7,0.6,3,Partly cloudy throughout the day with late afternoon rain.,rain
16/08/22,32.0,25.0,26.8,46.2,25.0,30.0,25.7,93.6,27.7,30.6,247.7,1007.8,79.3,8.0,294.2,25.5,10,0.64,3,Partly cloudy throughout the day with rain.,rain
17/08/22,31.0,25.9,27.9,40.6,25.9,31.6,25.0,84.7,44.6,24.1,235.5,1008.2,64.1,9.9,204.3,17.7,9,0.67,3,Partly cloudy throughout the day with rain.,rain
18/08/22,33.0,26.0,28.7,39.2,26.0,33.0,24.7,79.8,51.8,31.7,265.8,1007.4,56.0,10.0,203.9,17.5,9,0.7,3,Partly cloudy throughout the day with late afternoon rain.,rain
19/08/22,33.8,26.0,28.6,41.7,26.0,32.7,24.5,79.2,29.2,20.5,272.5,1006.8,54.4,9.7,237.0,20.5,9,0.75,3,Partly cloudy throughout the day with rain.,rain
20/08/22,33.0,26.0,28.5,40.6,26.0,33.3,24.8,80.7,30.2,27.7,251.8,1006.2,68.5,9.9,207.0,17.7,8,0.77,3,Partly cloudy throughout the day with rain.,rain
21/08/22,32.0,26.9,28.4,39.2,29.5,32.8,24.5,80.0,27.4,24.1,230.6,1006.8,53.0,10.3,275.6,23.8,9,0.8,3,Partly cloudy throughout the day with late afternoon rain.,rain
22/08/22,35.0,25.9,28.8,41.9,25.9,32.3,24.2,77.3,29.5,16.6,239.8,1007.5,60.9,9.8,237.9,20.5,9,0.83,3,Partly cloudy throughout the day with late afternoon rain.,rain
23/08/22,33.0,25.0,28.9,40.6,25.0,33.0,24.8,79.7,28.1,25.9,252.8,1007.3,66.1,9.8,199.2,17.2,8,0.86,3,Partly cloudy throughout the day with rain.,rain
24/08/22,33.0,25.0,28.3,40.6,25.0,31.7,23.9,78.1,26.6,16.6,256.6,1006.5,56.6,9.8,204.8,17.5,8,0.9,3,Partly cloudy throughout the day with rain.,rain
25/08/22,32.0,25.0,27.4,37.9,25.0,29.7,23.9,81.8,30.6,25.9,231.6,1006.7,77.7,9.9,241.9,20.9,9,0.93,3,Partly cloudy throughout the day with rain.,rain
26/08/22,31.0,24.0,26.6,37.6,24.0,28.2,23.9,85.6,31.0,24.1,223.7,1008.7,74.7,9.3,201.0,17.4,8,0.96,3,Partly cloudy throughout the day with rain.,rain
27/08/22,34.0,24.0,28.3,40.6,24.0,30.9,23.5,77.2,19.8,16.6,311.0,1008.5,60.8,9.1,305.3,26.2,10,0.0,3,Partly cloudy throughout the day with late afternoon rain.,rain
28/08/22,34.0,25.0,28.0,41.9,25.0,30.9,24.6,83.1,18.4,12.4,139.8,1007.2,68.4,8.5,268.8,23.1,9,0.03,3,Partly cloudy throughout the day with rain.,rain
29/08/22,33.0,25.0,29.2,40.6,25.0,33.4,24.4,76.7,27.0,18.4,133.6,1007.9,54.0,10.1,277.4,24.0,9,0.07,3,Partly cloudy throughout the day with early morning rain.,rain
30/08/22,33.9,24.0,29.2,41.8,24.0,34.4,25.0,79.2,27.4,14.8,138.1,1008.3,62.4,10.0,245.8,21.1,9,0.1,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
31/08/22,33.0,25.0,28.2,39.0,25.0,31.6,24.4,80.6,24.1,18.4,230.9,1007.5,58.6,9.1,274.2,23.6,9,0.14,3,Partly cloudy throughout the day with late afternoon rain.,rain
9/1/2022,34.0,25.0,29.1,45.3,25.0,33.4,24.7,78.6,16.6,18.4,252.9,1007.5,61.2,9.5,244.5,21.0,10,0.17,3,Partly cloudy throughout the day with early morning rain.,rain
9/2/2022,33.0,24.0,27.9,43.8,24.0,32.2,24.9,84.2,23.0,20.5,270.6,1008.0,63.8,9.7,274.2,23.7,10,0.21,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
9/3/2022,34.0,25.0,28.5,41.7,25.0,32.3,24.5,79.9,51.8,27.7,237.3,1007.4,55.3,9.8,206.4,17.9,9,0.24,3,Partly cloudy throughout the day with late afternoon rain.,rain
9/4/2022,32.0,25.0,28.0,39.2,25.0,31.6,24.8,83.1,33.1,30.3,253.5,1008.2,60.3,10.1,267.7,23.0,9,0.25,3,Partly cloudy throughout the day with afternoon rain.,rain
9/5/2022,32.0,25.0,28.0,39.2,25.0,31.4,24.5,82.1,29.2,20.5,265.3,1008.6,66.7,10.0,192.4,16.6,7,0.31,3,Partly cloudy throughout the day with rain.,rain
9/6/2022,32.0,24.9,27.6,39.2,24.9,30.2,24.6,85.0,32.0,23.5,257.1,1008.3,71.5,9.4,72.7,6.2,2,0.35,3,Partly cloudy throughout the day with rain.,rain
